,latent_dimension,drug,correlation,name,moa,target,indication,phase,Associated Pathways
11392,3,BRD-K37069697-001-01-3::2.5::HTS,-0.12415903596176354,fexinidazole,,,,Phase 2/Phase 3,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11404,3,BRD-K37379014-001-01-2::2.5::HTS,-0.18257953262677476,filanesib,"kinesin inhibitor, kinesin-like spindle protein inhibitor",KIF11,,Phase 3,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11407,3,BRD-K37561857-001-15-5::2.5::HTS,0.1567027449798825,zardaverine,phosphodiesterase inhibitor,PDE4D,,Phase 2,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11409,3,BRD-K37618799-001-03-0::2.5::HTS,-0.1510177334648124,MRS-1220,adenosine receptor antagonist,"ADORA2B, ADORA3",,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11412,3,BRD-K37687095-001-06-9::2.5::HTS,-0.2521072310455633,AZD8330,MEK inhibitor,,,Phase 1,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11417,3,BRD-K37720887-001-07-8::2.5::HTS,-0.15591193336946846,SB-525334,TGF beta receptor inhibitor,TGFBR1,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11420,3,BRD-K37764012-001-04-1::2.5::HTS,-0.16273686239685176,PF-03758309,p21 activated kinase inhibitor,PAK4,,Phase 1,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11425,3,BRD-K37865504-001-04-1::2.5::HTS,-0.1454084595830144,LY2183240,"FAAH inhibitor, FAAH reuptake inhibitor",FAAH,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11427,3,BRD-K37890730-001-15-1::2.5::HTS,-0.16648051546313478,camptothecin,topoisomerase inhibitor,TOP1,,Phase 3,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11435,3,BRD-K38183498-001-02-0::2.5::HTS,-0.13863643470856032,clonazepam,GABA benzodiazepine site receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO","seizures, panic disorders",Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11457,3,BRD-K38904395-001-02-3::2.5::HTS,0.15125459782512685,SAR131675,VEGFR inhibitor,FLT4,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11467,3,BRD-K39171998-001-01-1::2.5::HTS,-0.10387771370108241,STF-118804,NAMPT inhibitor,NAMPT,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11468,3,BRD-K39252998-003-01-5::2.5::HTS,-0.12628160425541518,atipamezole,adrenergic receptor antagonist,,reverse sedative,Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11475,3,BRD-K39484304-001-16-5::2.5::HTS,-0.11414602750218267,triptolide,RNA polymerase inhibitor,RELA,,Phase 3,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11486,3,BRD-K39974922-001-04-3::2.5::HTS,0.10923160684641688,lenvatinib,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","FLT4, KDR",thyroid cancer,Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11489,3,BRD-K40109029-001-02-9::2.5::HTS,-0.11754362886627526,SB-505124,ALK tyrosine kinase receptor inhibitor,TGFBR1,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11492,3,BRD-K40255344-001-17-6::2.5::HTS,-0.21002615021139426,tyrphostin-A9,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor",,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11497,3,BRD-K40331046-305-01-5::2.5::HTS,-0.1311848479853498,CR8-(R),CDK inhibitor,CCNA2,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11506,3,BRD-K40718343-001-02-6::2.5::HTS,-0.15939836037104274,AEE788,"EGFR inhibitor, VEGFR inhibitor","EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR",,Phase 1/Phase 2,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11518,3,BRD-K41104902-001-01-3::2.5::HTS,-0.16697436211609196,GSK2656157,PERK inhibitor,,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11524,3,BRD-K41213548-001-02-0::2.5::HTS,-0.10138174629611249,KW-2478,HSP inhibitor,,,Phase 1/Phase 2,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11528,3,BRD-K41278234-001-03-0::2.5::HTS,-0.20945611321402205,CUDC-101,EGFR inhibitor,"EGFR, ERBB2",,Phase 1,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11532,3,BRD-K41337261-001-03-0::2.5::HTS,-0.16606392705611475,ZM-306416,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor","EGFR, FLT1, FLT4, KDR",,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11534,3,BRD-K41410256-304-02-2::2.5::HTS,0.11969840495452232,balsalazide,cyclooxygenase inhibitor,"ALOX5, PPARG, PTGS1, PTGS2",ulcerative colitis,Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11536,3,BRD-K41438959-001-01-7::2.5::HTS,-0.11202268218312363,perampanel,glutamate receptor antagonist,"GRIA1, GRIA2, GRIA3, GRIA4",seizures,Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11548,3,BRD-K41783120-001-02-8::2.5::HTS,-0.1874292956251588,STA-5326,interleukin synthesis inhibitor,IL12A,,Phase 2,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11549,3,BRD-K41853443-001-02-9::2.5::HTS,-0.10673072333139981,"1,3-dipropyl-8-phenylxanthine",adenosine receptor antagonist,,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11566,3,BRD-K42436189-001-01-2::2.5::HTS,-0.1391932975130804,AZ20,ATR kinase inhibitor,"ATR, MTOR",,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11569,3,BRD-K42497885-001-01-1::2.5::HTS,-0.12013523030692143,satraplatin,DNA alkylating agent,,,Phase 3,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11573,3,BRD-K42748308-300-02-0::2.5::HTS,-0.134511372217601,XE-991,potassium channel blocker,"KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5",,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11575,3,BRD-K42805893-001-04-9::2.5::HTS,-0.18975627039493717,osimertinib,EGFR inhibitor,EGFR,non-small cell lung cancer (NSCLC),Launched,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11583,3,BRD-K42981054-001-01-9::2.5::HTS,-0.17509756964185486,mibampator,glutamate receptor modulator,GRIA1,,Phase 2,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11588,3,BRD-K43149758-001-22-7::2.5::HTS,0.10569196856434222,myricetin,"androgen receptor agonist, cytochrome P450 inhibitor",PIK3CG,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
11592,3,BRD-K43192255-048-03-6::2.5::HTS,-0.10624171477430014,methyllycaconitine,acetylcholine receptor antagonist,CHRNA7,,Preclinical,"['G2/M Transition R-HSA-69275', 'MAPK Family Signaling Cascades R-HSA-5683057', 'DNA Replication R-HSA-69306', 'Synthesis Of DNA R-HSA-69239', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'MAPK1/MAPK3 Signaling R-HSA-5684996', 'G1/S Transition R-HSA-69206']"
